run_id,phase,task,morphology,controller,training_seed,config_path,resolved_config_digest,output_dir,status,completed_generations,best_fitness,started_from_checkpoint
jumper__biped__nchl__seed_005,final,Jumper-v0,biped,nchl,5,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_005/config.yaml,4d326e23ecf3d532353d23b80bf92ab5c762bcdbed32c4a7962b4dda18522331,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_005,complete,500,0.6479972000565263,False
jumper__biped__nchl__seed_006,final,Jumper-v0,biped,nchl,6,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_006/config.yaml,e581d803244e54df0bab78f078df05708a68027df13e734952b5fc1de4915b7f,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_006,complete,500,0.3331894268879286,False
jumper__biped__nchl__seed_007,final,Jumper-v0,biped,nchl,7,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_007/config.yaml,9d38fb066983b9e715bc2130dbce759c2b50aa4d458452aeaae5656f36c5bbf5,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_007,complete,500,0.1415009861705583,False
jumper__biped__nchl__seed_008,final,Jumper-v0,biped,nchl,8,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_008/config.yaml,17aece822f94a514674ab91416f8706dc0a999faff4bdf31d2335a917c51b138,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_008,complete,500,0.43881419720960624,False
jumper__biped__nchl__seed_009,final,Jumper-v0,biped,nchl,9,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_009/config.yaml,dd6493e763e8b52272d6e23ac84bf3442efdf77ecb9f951091eff2a2060df0a2,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/jumper/biped/nchl/seed_009,complete,500,0.8161910423213853,False
thrower__biped__static__seed_000,final,Thrower-v0,biped,static,0,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_000/config.yaml,c4b3747d237c45a7d3e671d2ab7b7a2e372a2f091fdccc436c793832a53e428f,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_000,complete,500,1.7940387330517054,False
thrower__biped__static__seed_001,final,Thrower-v0,biped,static,1,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_001/config.yaml,56d325f4247b166a1111cce9b3cb6388bd6985374535603edb434169283f1030,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_001,complete,500,1.8012129784679973,False
thrower__biped__static__seed_002,final,Thrower-v0,biped,static,2,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_002/config.yaml,a47338b42245b2e1d801c79ef9779ad89c321a626bb0fe5a50750b956257e969,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_002,complete,500,1.7588777336965853,False
thrower__biped__static__seed_003,final,Thrower-v0,biped,static,3,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_003/config.yaml,45677c35932cdd2f142a7dba736086917b039cb20516c56187b57f0dc14b3180,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_003,complete,500,2.247642497093222,False
thrower__biped__static__seed_004,final,Thrower-v0,biped,static,4,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_004/config.yaml,639520971878746dc252ea35664e6a0e7f0d74355ec633115e9aa9b0fbc1dc67,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_004,complete,500,1.8007990089413,False
thrower__biped__static__seed_005,final,Thrower-v0,biped,static,5,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_005/config.yaml,8ca533c2b9dd90ef51b17faeee0d5fbd8affdc2df88496bdf301779da7d120be,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_005,complete,500,1.8039074554381789,False
thrower__biped__static__seed_006,final,Thrower-v0,biped,static,6,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_006/config.yaml,3654bd4877d0e846ff933749c9a90b950a81123c5a74ac12dca5a0eca5c1883a,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_006,complete,500,1.8097788056556754,False
thrower__biped__static__seed_007,final,Thrower-v0,biped,static,7,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_007/config.yaml,2459838292d8d8e81a4bf62bba2f1e681585662bab081477a368695d631a57d9,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_007,complete,500,1.814574529492574,False
thrower__biped__static__seed_008,final,Thrower-v0,biped,static,8,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_008/config.yaml,0b8338fd4331b9e7ef63b16e424c3baf6cda56155c67873eac2ff91b97d9d490,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_008,complete,500,1.7935032648554543,False
thrower__biped__static__seed_009,final,Thrower-v0,biped,static,9,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_009/config.yaml,fe8905cf5c4889f9a938d0c23a6b01b6882b6df97b9c2d1ade7e1abb81bb3f5c,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/biped/static/seed_009,complete,500,1.7997633898074579,False
