generation,best_fitness,best_so_far_fitness,mean_fitness,median_fitness,std_fitness,evaluation_count,elapsed_seconds
0,1.2899158758859908,1.2899158758859908,0.05909078684771148,0.046204136367579696,0.480930818824582,120,12.997818373143673
1,1.2899158758859908,1.2899158758859908,0.0001995717336173264,0.057540632981299765,0.45122556025581056,240,4.006219396367669
2,1.2899158758859908,1.2899158758859908,0.017616294890164582,0.04857596588940474,0.4685386073521743,360,4.026758044958115
3,1.2899158758859908,1.2899158758859908,-0.017700703714807503,0.019305859278844022,0.4650444230522859,480,4.016878247261047
4,1.2899158758859908,1.2899158758859908,-0.0800790490362212,-0.005248106421182295,0.49385642853810563,600,4.01335739903152
5,1.2899158758859908,1.2899158758859908,0.05805026321232778,0.03022206073111582,0.44047419798567733,720,4.020783003419638
6,1.2899158758859908,1.2899158758859908,0.11460471901660094,0.16531809669468328,0.527432129587293,840,4.0280908942222595
7,1.2899158758859908,1.2899158758859908,0.06396191832480172,0.05651760324650939,0.7189931566970246,960,4.039600407704711
8,1.5586403366851362,1.5586403366851362,0.46100397171144614,0.5729133864688316,0.644001080990469,1080,4.0372184086591005
9,2.328466332701582,2.328466332701582,0.47109483579271183,0.2537433365259115,0.8187786272313079,1200,4.015776436775923
10,2.486607039637194,2.486607039637194,0.7012329389973413,0.7590660418504107,0.8708765706983757,1320,4.910413539037108
11,3.393089717741168,3.393089717741168,1.01370400504014,0.917313964933171,0.960764286186604,1440,4.027371881529689
12,3.393089717741168,3.393089717741168,1.1218639264450272,1.1266926835274524,0.9048345133816144,1560,4.022122861817479
13,3.393089717741168,3.393089717741168,1.4468524596064372,1.5416921484563368,0.8476857138804519,1680,4.0136005356907845
14,3.4150919347701545,3.4150919347701545,1.7273289052180787,1.6864891497012007,0.9081435677053156,1800,4.885858498513699
15,3.4150919347701545,3.4150919347701545,2.0020268464048248,2.1373658136228717,1.1266390438587055,1920,4.027036992833018
16,3.4150919347701545,3.4150919347701545,2.1962593201371945,2.346641573643643,0.842700754976006,2040,4.015774616971612
17,3.4588729867932835,3.4588729867932835,1.9423938802625536,1.8007004615528315,0.9382573876299904,2160,4.035182720050216
18,3.5145712154683157,3.5145712154683157,2.555045524781697,2.9099449052528623,0.8373871818146238,2280,5.531887920573354
19,3.5412247066954152,3.5412247066954152,2.5693287555001785,2.918568759294357,0.8641825431150424,2400,4.365254202857614
20,3.5412247066954152,3.5412247066954152,2.7208536334670286,2.7903150246068433,0.5630839305521663,2520,4.014858148992062
21,3.6227208093467937,3.6227208093467937,2.456007861392103,2.598117951251374,0.8361008244433702,2640,4.018363377079368
22,3.6767231354776797,3.6767231354776797,2.6728430955494105,3.013162426514169,0.7969003295908238,2760,4.016005693003535
23,3.6767231354776797,3.6767231354776797,2.7381974305552226,2.9851704058810666,0.7281861934068884,2880,4.011409025639296
24,3.6767231354776797,3.6767231354776797,2.502683914190198,2.6848522585327164,0.8407815522596772,3000,4.047930262982845
25,3.6767231354776797,3.6767231354776797,2.7827619949903046,3.0025390933479397,0.5882577275639903,3120,4.0304527916014194
26,3.6767231354776797,3.6767231354776797,2.747610486365801,3.140963637292109,0.7857884245615278,3240,4.045584494248033
27,3.6767231354776797,3.6767231354776797,2.912419095815417,3.000574879844213,0.48008588099118243,3360,4.048856411129236
28,3.6767231354776797,3.6767231354776797,2.8228652063076347,3.0340739331858817,0.686099664771403,3480,4.0316281002014875
29,3.6767231354776797,3.6767231354776797,2.720362624687291,2.8542316379222408,0.6210396482875447,3600,4.055728755891323
30,3.6767231354776797,3.6767231354776797,2.9206558122318595,3.028051054996224,0.5664248025169687,3720,4.0331878792494535
31,3.7368491055216126,3.7368491055216126,3.024624166579373,3.2212676434684777,0.514842059774672,3840,4.974150516092777
32,3.7368491055216126,3.7368491055216126,3.008980845722648,3.109297510796882,0.43297609358866,3960,4.049967143684626
33,3.7368491055216126,3.7368491055216126,2.922578599846753,3.0340020701501556,0.5428753204225804,4080,4.04606987349689
34,3.7368491055216126,3.7368491055216126,3.0055213582865377,3.1326051691308336,0.5807414195282402,4200,4.038060711696744
35,3.7368491055216126,3.7368491055216126,2.695141171885177,2.9278237234606035,0.7479344297317294,4320,4.03143909946084
36,3.7368491055216126,3.7368491055216126,2.695286327657355,2.897383200362985,0.7142266618629567,4440,4.045305702835321
37,3.7368491055216126,3.7368491055216126,2.8736785170765016,3.045759145267728,0.5962848029788881,4560,4.034788044169545
38,3.7368491055216126,3.7368491055216126,2.9859682044101015,3.1280361191064605,0.5017354675733828,4680,4.0277149472385645
39,3.7368491055216126,3.7368491055216126,2.8132254263082443,3.040865845195006,0.7015704308869477,4800,4.017696926370263
40,3.7368491055216126,3.7368491055216126,3.035856018819827,3.1584695653724477,0.5822704585364035,4920,4.051291352137923
41,3.7368491055216126,3.7368491055216126,2.7871180073129755,3.0969683089570994,0.8621179353043711,5040,4.030677547678351
42,3.7368491055216126,3.7368491055216126,3.072568627568005,3.1961393069724737,0.5092326587634975,5160,4.0210310239344835
43,3.7368491055216126,3.7368491055216126,2.745622148698039,3.1055298692598665,0.8455303102807672,5280,4.016487542539835
44,3.7368491055216126,3.7368491055216126,2.681925248711125,3.198687222853255,1.0564359942431845,5400,4.018099050968885
45,3.7368491055216126,3.7368491055216126,2.925373951233587,3.188196766813018,0.7253144417295235,5520,4.0135776456445456
46,3.7368491055216126,3.7368491055216126,2.685956481735908,3.149892352035057,1.0240236591699905,5640,4.0166933834552765
47,3.7368491055216126,3.7368491055216126,2.433791588925028,2.9654945308156626,1.115111968202661,5760,4.00485922768712
48,3.7368491055216126,3.7368491055216126,2.596035107489636,2.9046108737710394,0.8220841554176103,5880,4.02343007363379
49,3.7368491055216126,3.7368491055216126,2.9205927766826116,3.1444850366375747,0.6763296889595986,6000,4.016575546935201
50,3.7368491055216126,3.7368491055216126,2.759065427752609,3.148404470712574,0.9175431570275867,6120,4.0337500143796206
51,3.851604618730322,3.851604618730322,2.628299215704229,2.73526381653791,1.0021800809100783,6240,4.379284141585231
52,3.851604618730322,3.851604618730322,2.681857771496728,2.954512429057649,0.9169628705639632,6360,4.012946980074048
53,3.9300123431940075,3.9300123431940075,2.4015038353753297,2.856404490706482,1.0325327986151547,6480,4.034604197368026
54,3.9300123431940075,3.9300123431940075,2.8163384078974345,3.213356602161361,0.9830134894689576,6600,4.02481740899384
55,3.9300123431940075,3.9300123431940075,2.8283444344467896,3.0887510371403746,0.8643015810086558,6720,4.022176714614034
56,3.9300123431940075,3.9300123431940075,3.011309043753684,3.2496913738293354,0.8186668131409178,6840,4.027623334899545
