generation,best_fitness,best_so_far_fitness,mean_fitness,median_fitness,std_fitness,evaluation_count,elapsed_seconds
0,0.936087648989213,0.936087648989213,-0.05572692513797477,0.23391705082706027,0.8244111267219535,40,6.016697468236089
1,0.936087648989213,0.936087648989213,0.08161740065050754,0.42053082598079783,0.8155440173854839,80,0.903119683265686
2,0.936087648989213,0.936087648989213,-0.06641213316292884,0.3403935896321496,0.8845473909079359,120,0.9239769838750362
3,1.2042276325932908,1.2042276325932908,0.43000005883930986,0.762514695043041,0.6104980602278934,160,0.9431549683213234
4,1.2042276325932908,1.2042276325932908,0.33328532464855376,0.7443644125593274,0.8008014263008341,200,0.9316844195127487
5,1.2042276325932908,1.2042276325932908,0.4521971267388297,0.7342414194394368,0.6516517574408405,240,1.00721431709826
6,1.2042276325932908,1.2042276325932908,0.18575257904195275,0.45927204806486155,0.7978262697672889,280,0.9283071774989367
7,1.2042276325932908,1.2042276325932908,0.3621966891251137,0.7717309886152998,0.8383713878055855,320,1.004602076485753
8,1.2084635903399146,1.2084635903399146,0.3526068627168373,0.7564715333449055,0.7368081378802519,360,0.9570904579013586
9,1.2084635903399146,1.2084635903399146,0.2958799466296551,0.7231480223665658,0.8177748738029217,400,0.976232223212719
10,1.2084635903399146,1.2084635903399146,0.5635124921489801,0.7676929945186907,0.4973431770754276,440,0.9849541708827019
11,1.2084635903399146,1.2084635903399146,0.41295628144393737,0.7593746846383886,0.7493506394400111,480,0.9118178207427263
12,1.2584647421858093,1.2584647421858093,0.46983539098057037,0.7521662746820081,0.708980687780323,520,1.012662347406149
13,1.2584647421858093,1.2584647421858093,0.3519722986850557,0.7415084604037484,0.756656490275953,560,0.9272254724055529
14,1.2584647421858093,1.2584647421858093,0.31848153797489553,0.7479194522206298,0.780757175231378,600,0.9274569042026997
15,1.2841688967755025,1.2841688967755025,0.6161385618057926,0.7969712925677044,0.5546194680480216,640,1.0183117110282183
16,1.2841688967755025,1.2841688967755025,0.37179103867779006,0.7639765621334053,0.7013062978424793,680,0.9192485455423594
17,1.2841688967755025,1.2841688967755025,0.46296497407038445,0.7520099829870068,0.6359982994075309,720,0.9834414757788181
18,1.2841688967755025,1.2841688967755025,0.6471942667900634,0.7733878415414497,0.5056599640620227,760,0.9353270940482616
19,1.2841688967755025,1.2841688967755025,0.5836890722943678,0.7757539351848857,0.6610051534518476,800,0.9264472275972366
20,1.2841688967755025,1.2841688967755025,0.5687516443370727,0.7599850311594141,0.5881211564295912,840,0.9546117037534714
21,1.3072893969690402,1.3072893969690402,0.49133599996135224,0.7734165931136933,0.5590721201930889,880,1.0090216528624296
22,1.3072893969690402,1.3072893969690402,0.7443494540212547,0.8151907137765338,0.38256854838446624,920,0.9426629729568958
23,1.77447402010282,1.77447402010282,0.613638787639678,0.8002638607715822,0.6753752654036185,960,0.984818372875452
24,1.77447402010282,1.77447402010282,0.6197465493509551,0.7833522149656201,0.5749141905926982,1000,0.9966784454882145
25,1.77447402010282,1.77447402010282,0.6160478857989384,0.7846952368204182,0.6473547520123539,1040,0.9222921784967184
26,1.77447402010282,1.77447402010282,0.4753939335845758,0.7736738740598832,0.7802698395120778,1080,0.940946327522397
27,1.77447402010282,1.77447402010282,0.39795873952995814,0.7787743476998389,0.8708122190144215,1120,0.9435954056680202
28,1.77447402010282,1.77447402010282,0.5388164762359935,0.7655694231174741,0.7077345379042572,1160,0.9464534427970648
29,1.77447402010282,1.77447402010282,0.6311113940867925,0.796528376790006,0.5819945739824777,1200,0.9461952596902847
30,1.77447402010282,1.77447402010282,0.4409501448912406,0.7612971759288731,0.7913552696832307,1240,0.9539622887969017
31,1.77447402010282,1.77447402010282,0.44216094232897774,0.7435350687654978,0.7445459080293078,1280,0.9428552631288767
32,1.77447402010282,1.77447402010282,0.2924707297311997,0.7569561878513189,0.7869777241554272,1320,1.0241954792290926
33,1.77447402010282,1.77447402010282,0.40139889956210356,0.7592393827151516,0.8259605221618984,1360,0.9265670087188482
34,1.77447402010282,1.77447402010282,0.4372533768221404,0.7901600073380765,0.8151506678047367,1400,0.9896557405591011
35,1.77447402010282,1.77447402010282,0.11326645643901548,0.5299088305420145,0.9302238708012383,1440,0.9345111306756735
