run_id,task,morphology,training_seed,snapshot,snapshot_fraction,n_analysis_traces,mean_frozen_fitness,median_frozen_fitness,sd_frozen_fitness,min_frozen_fitness,max_frozen_fitness
thrower__thrower_arm__nchl__seed_000,Thrower-v0,thrower_arm,0,W75,0.75,3,1.3930328422790275,1.541642006885459,0.2886422396172631,1.0603664407425832,1.57709007920904
thrower__thrower_arm__nchl__seed_000,Thrower-v0,thrower_arm,0,Wfinal,1.0,3,1.5483999811934968,1.555429780904876,0.031579058997073424,1.5138984163969962,1.5758717462786174
thrower__thrower_arm__nchl__seed_001,Thrower-v0,thrower_arm,1,W0,0.0,3,-0.13753332929434112,0.1514448895328836,0.7455050813203584,-0.9842663550625614,0.42022147764665446
thrower__thrower_arm__nchl__seed_001,Thrower-v0,thrower_arm,1,W25,0.25,3,1.0249626277954826,0.7505427512702435,0.6367042643148065,0.5714843075641962,1.752860824552008
thrower__thrower_arm__nchl__seed_001,Thrower-v0,thrower_arm,1,W50,0.5,3,1.3867569782224736,1.2589368867515889,0.6087363531423848,0.852079966129757,2.0492540817860743
thrower__thrower_arm__nchl__seed_001,Thrower-v0,thrower_arm,1,W75,0.75,3,1.8376059782158165,2.080169831405968,0.4523791862577926,1.3156758131328838,2.1169722901085977
thrower__thrower_arm__nchl__seed_001,Thrower-v0,thrower_arm,1,Wfinal,1.0,3,2.8427533794062962,3.1338005553681034,0.5952305937364025,2.1580006047679166,3.236458978082868
thrower__thrower_arm__nchl__seed_002,Thrower-v0,thrower_arm,2,W0,0.0,3,0.2922047486319714,0.30423069084764254,0.04096342349721049,0.24657442526555062,0.32580912978272086
thrower__thrower_arm__nchl__seed_002,Thrower-v0,thrower_arm,2,W25,0.25,3,1.622088250616202,1.5202970988698594,0.41789193808022024,1.2644956467557884,2.081472006222958
thrower__thrower_arm__nchl__seed_002,Thrower-v0,thrower_arm,2,W50,0.5,3,1.3366231950837035,1.6162425261766464,0.5248166897810246,0.7312038967630985,1.6624231623113657
thrower__thrower_arm__nchl__seed_002,Thrower-v0,thrower_arm,2,W75,0.75,3,1.7250791981674212,1.7795950132442824,0.383071849905953,1.3176699239074592,2.0779726573505215
thrower__thrower_arm__nchl__seed_002,Thrower-v0,thrower_arm,2,Wfinal,1.0,3,0.28622817908126913,0.7322147702848958,1.196401479067304,-1.0691071450014975,1.1955769119604092
thrower__thrower_arm__nchl__seed_003,Thrower-v0,thrower_arm,3,W0,0.0,3,0.3243863291110869,0.32276002600890374,0.018911325277947567,0.30634067429928236,0.34405828702507457
thrower__thrower_arm__nchl__seed_003,Thrower-v0,thrower_arm,3,W25,0.25,3,0.861549900661999,0.8727756333143709,0.02278373139826063,0.8353315590624497,0.8765425096091766
thrower__thrower_arm__nchl__seed_003,Thrower-v0,thrower_arm,3,W50,0.5,3,0.4604239528291641,0.35599020171550594,0.21196697580442278,0.3209374310428042,0.7043442257291823
thrower__thrower_arm__nchl__seed_003,Thrower-v0,thrower_arm,3,W75,0.75,3,0.7661615323637334,0.7654080122204502,0.40884997595357925,0.35768883726539735,1.1753877476053527
thrower__thrower_arm__nchl__seed_003,Thrower-v0,thrower_arm,3,Wfinal,1.0,3,1.0518700254953675,1.138779400907063,0.2687460270001749,0.7504240639496077,1.2664066116294317
thrower__thrower_arm__nchl__seed_004,Thrower-v0,thrower_arm,4,W0,0.0,3,0.3827668100114332,0.3870449852434109,0.12284905159420222,0.25783455324459814,0.5034208915462905
thrower__thrower_arm__nchl__seed_004,Thrower-v0,thrower_arm,4,W25,0.25,3,0.8071387900526462,0.8082671574371074,0.00625716812799615,0.8003942145228156,0.8127549981980158
thrower__thrower_arm__nchl__seed_004,Thrower-v0,thrower_arm,4,W50,0.5,3,0.41679540465793213,0.4459663392454306,0.05733603041847447,0.350739433037752,0.4536804416906139
thrower__thrower_arm__nchl__seed_004,Thrower-v0,thrower_arm,4,W75,0.75,3,0.05668022713526418,0.7054544395381181,1.171890865519596,-1.2961266458341203,0.7607128877017947
thrower__thrower_arm__nchl__seed_004,Thrower-v0,thrower_arm,4,Wfinal,1.0,3,1.208280595330694,1.1167149621690258,0.4252131077503567,0.8363099102858765,1.6718169135371803
thrower__thrower_arm__nchl__seed_005,Thrower-v0,thrower_arm,5,W0,0.0,3,0.32300863694692233,0.3248731413198029,0.10433072163807991,0.21775815914719268,0.42639461037377147
thrower__thrower_arm__nchl__seed_005,Thrower-v0,thrower_arm,5,W25,0.25,3,1.1871877376324944,1.1867618984470234,0.4154792007227659,0.7719216201740577,1.6028796942764025
thrower__thrower_arm__nchl__seed_005,Thrower-v0,thrower_arm,5,W50,0.5,3,1.4820860931482798,1.4641422479664294,0.6861407918511284,0.8050932206825189,2.1770228107958904
thrower__thrower_arm__nchl__seed_005,Thrower-v0,thrower_arm,5,W75,0.75,3,1.818220727374241,1.7251219788738539,0.26114201884939514,1.6163860818496432,2.1131541213992264
thrower__thrower_arm__nchl__seed_005,Thrower-v0,thrower_arm,5,Wfinal,1.0,3,1.9486287393355262,2.0911090352223973,0.2819006848132398,1.6239275094462309,2.1308496733379503
thrower__thrower_arm__nchl__seed_006,Thrower-v0,thrower_arm,6,W0,0.0,3,-0.12181517967173279,0.2917864819289166,0.7827593014560689,-1.024613404976433,0.367381384032318
thrower__thrower_arm__nchl__seed_006,Thrower-v0,thrower_arm,6,W25,0.25,3,1.135419168377899,0.928288663014347,0.37365585403165785,0.9112018520249453,1.5667669900944046
thrower__thrower_arm__nchl__seed_006,Thrower-v0,thrower_arm,6,W50,0.5,3,0.6597230211788917,0.7328302387514594,0.22110065477470864,0.41132748878941067,0.835011335995805
thrower__thrower_arm__nchl__seed_006,Thrower-v0,thrower_arm,6,W75,0.75,3,0.5933210333657826,0.4600794972563777,0.2428483310142405,0.4462590186142731,0.873624584226697
thrower__thrower_arm__nchl__seed_006,Thrower-v0,thrower_arm,6,Wfinal,1.0,3,0.6379780886264551,0.6404732008697731,0.17455821761672757,0.4621856897030142,0.811275375306578
thrower__thrower_arm__nchl__seed_007,Thrower-v0,thrower_arm,7,W0,0.0,3,0.29206091937385276,0.24978457663504905,0.11549909915090846,0.20365651893601255,0.42274166255049667
thrower__thrower_arm__nchl__seed_007,Thrower-v0,thrower_arm,7,W25,0.25,3,1.25061655738326,1.277174414990368,0.407666328419549,0.830320619750141,1.6443546374092706
thrower__thrower_arm__nchl__seed_007,Thrower-v0,thrower_arm,7,W50,0.5,3,0.8968129491381176,0.8152535432493513,0.2069590473805308,0.743059634895288,1.1321256692697135
thrower__thrower_arm__nchl__seed_007,Thrower-v0,thrower_arm,7,W75,0.75,3,0.8672415036299891,0.7906208871969223,0.17412450540916394,0.7445663956217955,1.0665372280712495
thrower__thrower_arm__nchl__seed_007,Thrower-v0,thrower_arm,7,Wfinal,1.0,3,1.1775685833899059,1.1487458810925502,0.3745071290957836,0.8183055728039653,1.565654296273202
thrower__thrower_arm__nchl__seed_008,Thrower-v0,thrower_arm,8,W0,0.0,3,0.41455500298666137,0.45634401509746475,0.09829802650146259,0.30226705699061307,0.4850539368719064
thrower__thrower_arm__nchl__seed_008,Thrower-v0,thrower_arm,8,W25,0.25,3,0.9777911592414,0.7564225813900863,0.4858324216857338,0.6420674436285071,1.5348834527056066
thrower__thrower_arm__nchl__seed_008,Thrower-v0,thrower_arm,8,W50,0.5,3,1.943679096441776,2.09461010215996,0.28194045144263186,1.6184030818055608,2.1180241053598072
thrower__thrower_arm__nchl__seed_008,Thrower-v0,thrower_arm,8,W75,0.75,3,1.8510539882093724,1.9828304705298787,0.36787208344044164,1.4354428727540052,2.1348886213442335
thrower__thrower_arm__nchl__seed_008,Thrower-v0,thrower_arm,8,Wfinal,1.0,3,2.1591084473334803,1.6521853849107653,0.960997881775893,1.5577081854076453,3.2674317716820296
thrower__thrower_arm__nchl__seed_009,Thrower-v0,thrower_arm,9,W0,0.0,3,0.3635110770817298,0.32791642968120327,0.1208727728776957,0.2644324279284285,0.49818437363555756
thrower__thrower_arm__nchl__seed_009,Thrower-v0,thrower_arm,9,W25,0.25,3,0.8205657679478002,0.8274226056637675,0.07335871695550138,0.7440193678146197,0.8902553303650134
thrower__thrower_arm__nchl__seed_009,Thrower-v0,thrower_arm,9,W50,0.5,3,0.6751596538121641,0.8436630049317033,0.29793758808238174,0.33115468782384005,0.8506612686809489
thrower__thrower_arm__nchl__seed_009,Thrower-v0,thrower_arm,9,W75,0.75,3,0.8076234657649697,0.8192246218544557,0.03408356997643808,0.7692537362824123,0.8343920391580412
thrower__thrower_arm__nchl__seed_009,Thrower-v0,thrower_arm,9,Wfinal,1.0,3,0.8262192417387522,0.8343920391580412,0.014155700370176416,0.809873646900174,0.8343920391580412
walker__biped__nchl__seed_000,Walker-v0,biped,0,W0,0.0,3,-0.015474997364334664,-0.01566957331080915,0.00042239810715832295,-0.01576504040163118,-0.014990378380563663
walker__biped__nchl__seed_000,Walker-v0,biped,0,W25,0.25,3,3.7243256820189465,3.6176181836402694,0.2903871198125748,3.5023890178347603,4.05296984458181
walker__biped__nchl__seed_000,Walker-v0,biped,0,W50,0.5,3,4.3116634128708275,4.193327124834239,0.4677082190079003,3.914489174101994,4.827173939676249
walker__biped__nchl__seed_000,Walker-v0,biped,0,W75,0.75,3,3.0585346959839987,3.30940379127751,1.235128927896047,1.7172292706139543,4.148971026060531
walker__biped__nchl__seed_000,Walker-v0,biped,0,Wfinal,1.0,3,3.4671493674572873,4.5943784638105996,1.958520596223661,1.2056482361770502,4.601421402384213
walker__biped__nchl__seed_001,Walker-v0,biped,1,W0,0.0,3,0.005625376869633825,0.013272942066584137,0.019642541243983236,-0.016690714574423005,0.02029390311674034
walker__biped__nchl__seed_001,Walker-v0,biped,1,W25,0.25,3,0.6139223393248331,-1.0450440779929702,3.258157180082235,-1.4808825756080946,4.367693671575564
walker__biped__nchl__seed_001,Walker-v0,biped,1,W50,0.5,3,-1.1832092567503476,-1.1164380525813637,0.14117676017422165,-1.3453857060781806,-1.0878040115914986
walker__biped__nchl__seed_001,Walker-v0,biped,1,W75,0.75,3,-1.2345077485679465,-1.4186969349529144,0.37030393832519487,-1.4765998763164394,-0.8082264344344856
walker__biped__nchl__seed_001,Walker-v0,biped,1,Wfinal,1.0,3,-1.4522247693912809,-1.4463296122918363,0.10899714059426537,-1.5640498570960426,-1.3462948387859637
walker__biped__nchl__seed_002,Walker-v0,biped,2,W0,0.0,3,0.0030731353807351147,0.014835410105681457,0.023007790006860505,-0.023437957652338914,0.0178219536888628
walker__biped__nchl__seed_002,Walker-v0,biped,2,W25,0.25,3,2.7157177568127264,2.536605953231545,0.7524319694928856,2.069003945740996,3.5415433714656386
walker__biped__nchl__seed_002,Walker-v0,biped,2,W50,0.5,3,2.9544443104043516,2.605934353545722,0.6726814125920533,2.527528855158957,3.729869722508375
walker__biped__nchl__seed_002,Walker-v0,biped,2,W75,0.75,3,2.4640321104548284,2.0378369019352327,0.9332453396205289,1.8199744795911161,3.5342849498381366
walker__biped__nchl__seed_002,Walker-v0,biped,2,Wfinal,1.0,3,2.5496699876316318,2.4459166081835892,0.19640155531026499,2.4269041907777185,2.776189163933587
walker__biped__nchl__seed_003,Walker-v0,biped,3,W0,0.0,3,0.005324300189922082,0.012878426153784317,0.015172938278233178,-0.012142884839918267,0.015237359255900196
walker__biped__nchl__seed_003,Walker-v0,biped,3,W25,0.25,3,0.44950965770406287,-0.7931116501657398,2.3136737055774956,-0.9773508798881637,3.118991503166092
walker__biped__nchl__seed_003,Walker-v0,biped,3,W50,0.5,3,0.4683923504718888,-0.4862109094559337,3.391042534240268,-2.343032054235991,4.234420015107591
walker__biped__nchl__seed_003,Walker-v0,biped,3,W75,0.75,3,-1.240316207233972,-1.4068854044540111,0.36670933757775215,-1.4941766296013022,-0.8198865876466027
walker__biped__nchl__seed_003,Walker-v0,biped,3,Wfinal,1.0,3,1.2413452404055583,0.7692268719871926,1.0451690298541445,0.515527880760105,2.439280968469377
walker__biped__nchl__seed_004,Walker-v0,biped,4,W0,0.0,3,-0.0174493617717633,-0.01694087399225147,0.004603309187661337,-0.02228580334503011,-0.013121407978008315
walker__biped__nchl__seed_004,Walker-v0,biped,4,W25,0.25,3,3.46855673298483,3.391835496570126,0.14458960870932772,3.3784979451081885,3.6353367572761766
walker__biped__nchl__seed_004,Walker-v0,biped,4,W50,0.5,3,3.547768009248157,3.6725996161225174,0.5542528617445032,2.9417447765057423,4.028959635116211
walker__biped__nchl__seed_004,Walker-v0,biped,4,W75,0.75,3,3.642694452899155,3.940514984750523,0.6288262515796443,2.9202864513358033,4.067281922611139
walker__biped__nchl__seed_004,Walker-v0,biped,4,Wfinal,1.0,3,3.9497021925186204,3.945872041228758,0.14179887581490086,3.809857193960015,4.093377342367089
walker__biped__nchl__seed_005,Walker-v0,biped,5,W0,0.0,3,0.0055290348062021115,0.01349332009842752,0.020448340973232056,-0.017703101824210754,0.02079688614438957
walker__biped__nchl__seed_005,Walker-v0,biped,5,W25,0.25,3,3.1710488195430897,4.212437646937232,2.002542512142541,0.8623922989846489,4.438316512707388
walker__biped__nchl__seed_005,Walker-v0,biped,5,W50,0.5,3,3.4576618995760264,3.628327664701149,0.6016609113943611,2.7891045750011427,3.955553459025789
walker__biped__nchl__seed_005,Walker-v0,biped,5,W75,0.75,3,4.006354976247546,3.9491378995675195,0.5111492343587926,3.5262217388430024,4.543705290332114
walker__biped__nchl__seed_005,Walker-v0,biped,5,Wfinal,1.0,3,3.912400580467873,4.593073721604066,1.4854290580844245,2.2086079076348666,4.935520112164688
walker__biped__nchl__seed_006,Walker-v0,biped,6,W0,0.0,3,-0.007207711910982036,-0.01604521785905272,0.01689049917025483,-0.017845944979436756,0.012268027105543367
walker__biped__nchl__seed_006,Walker-v0,biped,6,W25,0.25,3,-1.2744140962420103,-1.1368767184515822,1.4929909934101622,-2.8314148600122295,0.14504928973778058
walker__biped__nchl__seed_006,Walker-v0,biped,6,W50,0.5,3,-0.547840717543319,-0.5234988164238262,0.18878466219736267,-0.7476156461216271,-0.3724076900845038
walker__biped__nchl__seed_006,Walker-v0,biped,6,W75,0.75,3,-0.1101916992933303,0.048116287142164926,0.44283075997886623,-0.6104193417180955,0.2317279566959397
walker__biped__nchl__seed_006,Walker-v0,biped,6,Wfinal,1.0,3,-1.0044546072610343,-0.8855224308909214,0.25722133732731695,-1.2996200154373767,-0.8282213754548047
walker__biped__nchl__seed_007,Walker-v0,biped,7,W0,0.0,3,0.014330994802557265,0.014306685542308184,0.0019078984244908957,0.012435367161804323,0.01625093170355929
walker__biped__nchl__seed_007,Walker-v0,biped,7,W25,0.25,3,3.05552508941093,3.175962337849975,0.44154109925747287,2.5662613693974796,3.424351560985337
walker__biped__nchl__seed_007,Walker-v0,biped,7,W50,0.5,3,3.14153589995753,2.927132194131328,0.4693188833512523,2.817711648712124,3.6797638570291378
walker__biped__nchl__seed_007,Walker-v0,biped,7,W75,0.75,3,4.156798233394704,4.262067171717442,0.4549189945657679,3.6584731433032633,4.549854385163404
walker__biped__nchl__seed_007,Walker-v0,biped,7,Wfinal,1.0,3,4.411272664035012,4.492590409347869,0.34734096092499445,4.030486886592703,4.710740696164464
walker__biped__nchl__seed_008,Walker-v0,biped,8,W0,0.0,3,0.005656667886900187,0.013517930526219746,0.014117874783823542,-0.010641857380334074,0.01409393051481489
walker__biped__nchl__seed_008,Walker-v0,biped,8,W25,0.25,3,3.447396360009097,3.2910286339975263,0.34358133524811507,3.2098113445177203,3.8413491015120442
walker__biped__nchl__seed_008,Walker-v0,biped,8,W50,0.5,3,3.905857995818804,3.7256917156007647,0.8439617291288494,3.166527798780142,4.825354473075505
walker__biped__nchl__seed_008,Walker-v0,biped,8,W75,0.75,3,1.8512155487908186,1.4071326007980096,1.524785707476593,0.5977692372730882,3.5487448083013584
walker__biped__nchl__seed_008,Walker-v0,biped,8,Wfinal,1.0,3,3.166094892820938,3.5829231152180405,1.731477047811488,1.2642512903656817,4.65111027287909
walker__biped__nchl__seed_009,Walker-v0,biped,9,W0,0.0,3,0.0022504281303348437,0.011253683753570665,0.020448554492476564,-0.021154887733321692,0.016652488370755558
walker__biped__nchl__seed_009,Walker-v0,biped,9,W25,0.25,3,3.262082587523641,3.0547485799351177,0.5283281533463482,2.8688692288650035,3.862629953770801
walker__biped__nchl__seed_009,Walker-v0,biped,9,W50,0.5,3,2.3607208680319354,3.7223276205316376,2.5878781056548794,-0.6236956220867134,3.9835306056508815
walker__biped__nchl__seed_009,Walker-v0,biped,9,W75,0.75,3,3.708979378913335,3.9350753547374078,0.4128647596506725,3.2324513130760737,3.9594114689265245
walker__biped__nchl__seed_009,Walker-v0,biped,9,Wfinal,1.0,3,3.569871943927526,3.732502541838259,0.37437483567721536,3.141684933736233,3.8354283562080864
