run_id,source_run,config_digest,genome_sha256,training_seed,analysis_index,environment_seed,controller_seed,task,morphology,controller,hidden_sizes,episode_length,weight_drift_rms,plasticity_path_length,mean_update_rms,peak_update_rms,peak_update_normalized_time,initial_weight_rms,final_weight_rms
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,943a25d447aec4d34e097ce3d71a06978c75a90634ec0dcb52184c8539418dcd,3,1,2344851983452959862,6171704884853545157,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.3745594913847963,1.3745594913847963
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,943a25d447aec4d34e097ce3d71a06978c75a90634ec0dcb52184c8539418dcd,3,2,3189270387817152734,2268335290108042879,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.3745594913847963,1.3745594913847963
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,1eabe010fcfcfe1a2b36d1ebbfa686a86bd05498b2034a87565ba0892bbdebaa,4,0,4675618027918977294,6264005447694142635,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.193873213144984,1.193873213144984
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,1eabe010fcfcfe1a2b36d1ebbfa686a86bd05498b2034a87565ba0892bbdebaa,4,1,1776748932738538903,3330744174114140836,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.193873213144984,1.193873213144984
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,1eabe010fcfcfe1a2b36d1ebbfa686a86bd05498b2034a87565ba0892bbdebaa,4,2,1844154726293175647,4425154243183907800,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.193873213144984,1.193873213144984
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,a9c974cfb3921f1e965a8e608987aea2fc0776fd676843f7048c91ad3043dcb2,5,0,6537336262564968459,5568806234066008283,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.570731130941498,1.570731130941498
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,a9c974cfb3921f1e965a8e608987aea2fc0776fd676843f7048c91ad3043dcb2,5,1,7847246716821455116,5175985587420486963,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.570731130941498,1.570731130941498
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,a9c974cfb3921f1e965a8e608987aea2fc0776fd676843f7048c91ad3043dcb2,5,2,8874890859321386193,4629262467755900572,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.570731130941498,1.570731130941498
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,9fb3a101e2d9449bad056d521455e5ce816bf9ded813f8f084a5a26b65a4108b,6,0,4697810511805331226,1837341966890607914,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.0626711003223999,1.0626711003223999
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,9fb3a101e2d9449bad056d521455e5ce816bf9ded813f8f084a5a26b65a4108b,6,1,212357942801270703,7001556810303355477,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.0626711003223999,1.0626711003223999
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,9fb3a101e2d9449bad056d521455e5ce816bf9ded813f8f084a5a26b65a4108b,6,2,9197516287707139064,7789448062882196537,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.0626711003223999,1.0626711003223999
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,874fece134f80ec9d8bb7eac29fc2ff92b85ff2b647ac404ca2ccd3944b37e03,7,0,7273538705011962834,3327181185902024434,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.8808226773401326,1.8808226773401326
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,874fece134f80ec9d8bb7eac29fc2ff92b85ff2b647ac404ca2ccd3944b37e03,7,1,219581318861383269,6126904072154767176,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.8808226773401326,1.8808226773401326
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,874fece134f80ec9d8bb7eac29fc2ff92b85ff2b647ac404ca2ccd3944b37e03,7,2,7655123995385766933,8050610523573754527,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.8808226773401326,1.8808226773401326
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,ac6222f7bb2fb06eacc8e5e11c352a9c9d65e6fe4fdc931e9d017beab372cb99,8,0,4480449054597749916,4714160801966532834,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.337630091377046,1.337630091377046
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,ac6222f7bb2fb06eacc8e5e11c352a9c9d65e6fe4fdc931e9d017beab372cb99,8,1,8169066096088904802,2410012360361453569,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.337630091377046,1.337630091377046
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,ac6222f7bb2fb06eacc8e5e11c352a9c9d65e6fe4fdc931e9d017beab372cb99,8,2,1688151127694054410,5098444150450504360,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.337630091377046,1.337630091377046
walker__biped__static__seed_009,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_009,cb8398b1a533a19a4fc081e6e0d46618329e03332e1f5f8bb535d338e90c99ee,932a889f6cc99bfabb207ed5875170a996f8c00f12d4fb66792a013ec184f22b,9,0,8469251633518957484,5579477484601834272,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.153989871855645,1.153989871855645
walker__biped__static__seed_009,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_009,cb8398b1a533a19a4fc081e6e0d46618329e03332e1f5f8bb535d338e90c99ee,932a889f6cc99bfabb207ed5875170a996f8c00f12d4fb66792a013ec184f22b,9,1,5415548583552718452,3538497439875268043,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.153989871855645,1.153989871855645
walker__biped__static__seed_009,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_009,cb8398b1a533a19a4fc081e6e0d46618329e03332e1f5f8bb535d338e90c99ee,932a889f6cc99bfabb207ed5875170a996f8c00f12d4fb66792a013ec184f22b,9,2,6075971192560964690,5235945277139461518,Walker-v0,biped,static,"(40,)",500,0.0,0.0,0.0,0.0,0.0,1.153989871855645,1.153989871855645
walker__biped__nchl__seed_000,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_000,2c6e6b026ee677a78e9d744112611304c259ad9e06288c90c1e89bc39bd8badd,0eb5701f411aa47ac1e44eebe094581522cd785c4ed2e62bfc88f104abf0de6d,0,0,4940322620982477041,3023897764847979143,Walker-v0,biped,nchl,"(40,)",500,125.64626079948732,148.61486963823106,0.2972297392764621,0.35495757274179707,0.6092184368737475,0.05692660903396396,125.64650319476902
walker__biped__nchl__seed_000,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_000,2c6e6b026ee677a78e9d744112611304c259ad9e06288c90c1e89bc39bd8badd,0eb5701f411aa47ac1e44eebe094581522cd785c4ed2e62bfc88f104abf0de6d,0,1,530078296572617688,6966882572876332860,Walker-v0,biped,nchl,"(40,)",500,122.53655235979062,144.76439032856734,0.28952878065713467,0.3528550466278741,0.6913827655310621,0.056763682487475355,122.53606760739001
walker__biped__nchl__seed_000,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_000,2c6e6b026ee677a78e9d744112611304c259ad9e06288c90c1e89bc39bd8badd,0eb5701f411aa47ac1e44eebe094581522cd785c4ed2e62bfc88f104abf0de6d,0,2,7210830791768759910,3424438756091539107,Walker-v0,biped,nchl,"(40,)",500,123.11595732185846,144.95272114361745,0.2899054422872349,0.3402454161240789,0.4228456913827655,0.057442932927878394,123.11600531795762
walker__biped__nchl__seed_001,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_001,f9c3dae9eeb3f7ac5b8ce4b6b913d3366424db3aaddddccde1131516ab0d9cad,a572e58d8e87bd245914da3a46e61bd70f8601e6cc66c55a1bf69c085a3024a4,1,0,5232325836976384581,7172422899355977572,Walker-v0,biped,nchl,"(40,)",500,173.66100369515348,202.30863863739035,0.4046172772747807,0.47448021536387197,0.531062124248497,0.05812744608686652,173.66094364714658
walker__biped__nchl__seed_001,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_001,f9c3dae9eeb3f7ac5b8ce4b6b913d3366424db3aaddddccde1131516ab0d9cad,a572e58d8e87bd245914da3a46e61bd70f8601e6cc66c55a1bf69c085a3024a4,1,1,3184075494390970209,9147161066225580108,Walker-v0,biped,nchl,"(40,)",500,175.5076513652699,204.003632667908,0.408007265335816,0.47582841693392425,0.4709418837675351,0.05803308070146708,175.504254563554
walker__biped__nchl__seed_001,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_001,f9c3dae9eeb3f7ac5b8ce4b6b913d3366424db3aaddddccde1131516ab0d9cad,a572e58d8e87bd245914da3a46e61bd70f8601e6cc66c55a1bf69c085a3024a4,1,2,6337936886056088,9019669384804417704,Walker-v0,biped,nchl,"(40,)",500,172.25131775243273,200.62249079413547,0.40124498158827093,0.4732687123380766,0.7615230460921844,0.05702460473271785,172.25167271481686
walker__biped__nchl__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_002,51ddb163f7a437b9dd383beaad7780645de42b5ff0ad7627ea6b5406927801c0,e84198b2b677961f123556d89ee5400ad96dd0bf8d35aa9f967b42fad4e3745d,2,0,4709125304908105630,1244304497912131803,Walker-v0,biped,nchl,"(40,)",500,178.8339832383256,230.24739165490394,0.46049478330980786,0.5423949863613143,0.8096192384769539,0.056756476785167834,178.83489588130573
walker__biped__nchl__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_002,51ddb163f7a437b9dd383beaad7780645de42b5ff0ad7627ea6b5406927801c0,e84198b2b677961f123556d89ee5400ad96dd0bf8d35aa9f967b42fad4e3745d,2,1,6789895730674132307,2935584579999248951,Walker-v0,biped,nchl,"(40,)",500,173.84791872571512,217.8295589459633,0.4356591178919266,0.5047485180517186,0.6633266533066132,0.058068526525838424,173.84935445130955
walker__biped__nchl__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_002,51ddb163f7a437b9dd383beaad7780645de42b5ff0ad7627ea6b5406927801c0,e84198b2b677961f123556d89ee5400ad96dd0bf8d35aa9f967b42fad4e3745d,2,2,2298876442789069326,7237655472595637189,Walker-v0,biped,nchl,"(40,)",500,174.27249924495106,218.37470269687134,0.4367494053937427,0.5100171657081101,0.9458917835671342,0.057023024030273116,174.27295406792067
walker__biped__nchl__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_003,e15a4d9d9c51ddc2e9ec78035a4d9c4f27aaece9cd90565ef2a9794e844e224f,48d66aeb9e00e431834498cfabb6f6baad1444c56b5738bb617b7e3604e29c6f,3,0,6875887065855152501,8328361779180904825,Walker-v0,biped,nchl,"(40,)",500,141.09456160208666,179.14511915492312,0.35829023830984624,0.4278024176323289,0.657314629258517,0.057654834203972154,141.09300103670387
walker__biped__nchl__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_003,e15a4d9d9c51ddc2e9ec78035a4d9c4f27aaece9cd90565ef2a9794e844e224f,48d66aeb9e00e431834498cfabb6f6baad1444c56b5738bb617b7e3604e29c6f,3,1,2344851983452959862,6171704884853545157,Walker-v0,biped,nchl,"(40,)",500,135.7457257612163,171.89197351687469,0.34378394703374937,0.4192011204908301,0.8276553106212425,0.0574386526779105,135.746076361697
walker__biped__nchl__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_003,e15a4d9d9c51ddc2e9ec78035a4d9c4f27aaece9cd90565ef2a9794e844e224f,48d66aeb9e00e431834498cfabb6f6baad1444c56b5738bb617b7e3604e29c6f,3,2,3189270387817152734,2268335290108042879,Walker-v0,biped,nchl,"(40,)",500,138.96012478401576,176.65061644234936,0.3533012328846987,0.42803349239679983,0.6753507014028056,0.05749474292753772,138.9588482413047
walker__biped__nchl__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_004,de1d133581515e158a317db31d0047534d22c144c35c8a91816750a519a78390,176e555b9e6dd75db19973400b373b1815e6d847a929dda8224c2f804bdec8df,4,0,4675618027918977294,6264005447694142635,Walker-v0,biped,nchl,"(40,)",500,111.83200491373188,139.74329508275054,0.2794865901655011,0.35244028446316406,0.45090180360721444,0.05713528351295593,111.83260900166991
walker__biped__nchl__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_004,de1d133581515e158a317db31d0047534d22c144c35c8a91816750a519a78390,176e555b9e6dd75db19973400b373b1815e6d847a929dda8224c2f804bdec8df,4,1,1776748932738538903,3330744174114140836,Walker-v0,biped,nchl,"(40,)",500,113.38496819936388,141.76689725387763,0.2835337945077553,0.35255096395907487,0.6753507014028056,0.05804666341101502,113.3846896495853
walker__biped__nchl__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_004,de1d133581515e158a317db31d0047534d22c144c35c8a91816750a519a78390,176e555b9e6dd75db19973400b373b1815e6d847a929dda8224c2f804bdec8df,4,2,1844154726293175647,4425154243183907800,Walker-v0,biped,nchl,"(40,)",500,111.10975241829023,138.38454737195028,0.27676909474390055,0.3431655436205805,0.6513026052104208,0.05763871936526153,111.10933965753617
walker__biped__nchl__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_005,2e4757f4c378c86feb7fc7fd527fb70abfece956b54f623c7dca5a69b22a2844,8a67eccc47600ee29c5e23846a953ae63da22dd458d6e605118cf5834c3e6b06,5,0,6537336262564968459,5568806234066008283,Walker-v0,biped,nchl,"(40,)",500,103.4131141973872,117.7630695714821,0.23552613914296422,0.2605893770441382,0.5430861723446894,0.057523255893046805,103.41287281300596
walker__biped__nchl__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_005,2e4757f4c378c86feb7fc7fd527fb70abfece956b54f623c7dca5a69b22a2844,8a67eccc47600ee29c5e23846a953ae63da22dd458d6e605118cf5834c3e6b06,5,1,7847246716821455116,5175985587420486963,Walker-v0,biped,nchl,"(40,)",500,105.70370827850086,120.74026676654454,0.24148053353308907,0.2682512507760297,0.6953907815631263,0.05741045135097242,105.70440966242329
walker__biped__nchl__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_005,2e4757f4c378c86feb7fc7fd527fb70abfece956b54f623c7dca5a69b22a2844,8a67eccc47600ee29c5e23846a953ae63da22dd458d6e605118cf5834c3e6b06,5,2,8874890859321386193,4629262467755900572,Walker-v0,biped,nchl,"(40,)",500,105.88625190614476,120.8332731373286,0.2416665462746572,0.2732589638707526,0.751503006012024,0.05627732214178166,105.88725265227656
walker__biped__nchl__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_006,fe312947a36da98a70b77eb9fd91f62a26e020d408da588a23b7f09829ae207f,6797b0c354c9039088787823e4806722c75e0f265fb729ab1fa34ec52af2c5ba,6,0,4697810511805331226,1837341966890607914,Walker-v0,biped,nchl,"(40,)",500,100.68725433788316,135.0934245896731,0.2701868491793462,0.39636805832027305,0.9218436873747495,0.05819701869936354,100.68693350311713
walker__biped__nchl__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_006,fe312947a36da98a70b77eb9fd91f62a26e020d408da588a23b7f09829ae207f,6797b0c354c9039088787823e4806722c75e0f265fb729ab1fa34ec52af2c5ba,6,1,212357942801270703,7001556810303355477,Walker-v0,biped,nchl,"(40,)",500,113.12102629365113,143.03059728130503,0.2860611945626101,0.3382781349172684,0.9959919839679359,0.05754417675046222,113.12226361168193
walker__biped__nchl__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_006,fe312947a36da98a70b77eb9fd91f62a26e020d408da588a23b7f09829ae207f,6797b0c354c9039088787823e4806722c75e0f265fb729ab1fa34ec52af2c5ba,6,2,9197516287707139064,7789448062882196537,Walker-v0,biped,nchl,"(40,)",500,113.76922024014868,144.76450646222156,0.2895290129244431,0.34794352553874675,0.9879759519038076,0.057692020271241394,113.77066158831322
walker__biped__nchl__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_007,187d9917a60541b0544ad0eeb63e2c1cb930aa9b282d4de77adc5b90ded411d1,4b0c69aa068e0cf25eb659923649590b49505991967bc54d5e7b2464a255caf5,7,0,7273538705011962834,3327181185902024434,Walker-v0,biped,nchl,"(40,)",500,156.11100321115026,202.49116567490458,0.40498233134980915,0.49740261305122135,0.5511022044088176,0.05711686392581773,156.11271817748806
walker__biped__nchl__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_007,187d9917a60541b0544ad0eeb63e2c1cb930aa9b282d4de77adc5b90ded411d1,4b0c69aa068e0cf25eb659923649590b49505991967bc54d5e7b2464a255caf5,7,1,219581318861383269,6126904072154767176,Walker-v0,biped,nchl,"(40,)",500,155.6735750275643,199.90860321731432,0.39981720643462865,0.4899386396304714,0.21643286573146292,0.05798128244759799,155.6745119269525
walker__biped__nchl__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_007,187d9917a60541b0544ad0eeb63e2c1cb930aa9b282d4de77adc5b90ded411d1,4b0c69aa068e0cf25eb659923649590b49505991967bc54d5e7b2464a255caf5,7,2,7655123995385766933,8050610523573754527,Walker-v0,biped,nchl,"(40,)",500,155.4154409076402,202.01625767429738,0.40403251534859475,0.49601579529255413,0.4028056112224449,0.05715788421399722,155.41691683134627
walker__biped__nchl__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_008,aac83c4201c750fc99272cd1db3ed1909dde41ff44c4c142259acfc5f8e0aee0,8b336ec6134dab5c8c196a8644a5a2b5c895c203c85103162ddbe5d8361ae4dd,8,0,4480449054597749916,4714160801966532834,Walker-v0,biped,nchl,"(40,)",500,195.50960743757278,235.48010699320156,0.47096021398640314,0.5199418262576001,0.6072144288577155,0.05748103422997294,195.50893293810896
walker__biped__nchl__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_008,aac83c4201c750fc99272cd1db3ed1909dde41ff44c4c142259acfc5f8e0aee0,8b336ec6134dab5c8c196a8644a5a2b5c895c203c85103162ddbe5d8361ae4dd,8,1,8169066096088904802,2410012360361453569,Walker-v0,biped,nchl,"(40,)",500,195.87952579287995,236.30511836633178,0.47261023673266356,0.5303494724500645,0.9619238476953907,0.05706536569864713,195.8803303127041
walker__biped__nchl__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_008,aac83c4201c750fc99272cd1db3ed1909dde41ff44c4c142259acfc5f8e0aee0,8b336ec6134dab5c8c196a8644a5a2b5c895c203c85103162ddbe5d8361ae4dd,8,2,1688151127694054410,5098444150450504360,Walker-v0,biped,nchl,"(40,)",500,195.70859673139833,235.795386269797,0.471590772539594,0.5270546826945454,0.5210420841683366,0.05796241622545218,195.70705413124878
