run_id,source_run,config_digest,task,morphology,controller,training_seed,n_heldout_episodes,mean_fitness,median_fitness,std_fitness,min_fitness,max_fitness
thrower__thrower_arm__static__seed_009,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/thrower/thrower_arm/static/seed_009,1397c892eb06862c0f0ee6a1b1e24e5df29eda7740d7e3d746eeb6d5d63e44c5,Thrower-v0,thrower_arm,static,9,10,6.1920792149685155,6.1920792149685155,0.0,6.1920792149685155,6.1920792149685155
walker__biped__nchl__seed_000,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_000,2c6e6b026ee677a78e9d744112611304c259ad9e06288c90c1e89bc39bd8badd,Walker-v0,biped,nchl,0,10,4.9674946783559575,4.9201272906546105,0.2711024189716192,4.586228986195153,5.61244108204465
walker__biped__nchl__seed_001,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_001,f9c3dae9eeb3f7ac5b8ce4b6b913d3366424db3aaddddccde1131516ab0d9cad,Walker-v0,biped,nchl,1,10,4.554367612921375,4.510493558521365,0.15716401654693307,4.25787896734476,4.8350443720523035
walker__biped__nchl__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_002,51ddb163f7a437b9dd383beaad7780645de42b5ff0ad7627ea6b5406927801c0,Walker-v0,biped,nchl,2,10,5.196018658370389,5.261955889575466,0.17394213226228733,4.945406279146458,5.484004702355662
walker__biped__nchl__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_003,e15a4d9d9c51ddc2e9ec78035a4d9c4f27aaece9cd90565ef2a9794e844e224f,Walker-v0,biped,nchl,3,10,3.9434203482801244,4.177125815143235,0.9965593113793835,0.9989970414544593,4.632102144665936
walker__biped__nchl__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_004,de1d133581515e158a317db31d0047534d22c144c35c8a91816750a519a78390,Walker-v0,biped,nchl,4,10,4.084895163753674,4.16043955422255,0.1858352530938721,3.7745168103774445,4.3208528274152105
walker__biped__nchl__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_005,2e4757f4c378c86feb7fc7fd527fb70abfece956b54f623c7dca5a69b22a2844,Walker-v0,biped,nchl,5,10,4.978791355756153,5.165847437581837,0.4299577819783463,4.304363051460169,5.511588153162387
walker__biped__nchl__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_006,fe312947a36da98a70b77eb9fd91f62a26e020d408da588a23b7f09829ae207f,Walker-v0,biped,nchl,6,10,3.463728796429944,4.262145170939218,2.0180896684190506,-0.05392456799982376,5.485443710016621
walker__biped__nchl__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_007,187d9917a60541b0544ad0eeb63e2c1cb930aa9b282d4de77adc5b90ded411d1,Walker-v0,biped,nchl,7,10,4.357343047822228,4.289926101827435,0.3840383625785986,3.8947127486496154,5.073151001244172
walker__biped__nchl__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_008,aac83c4201c750fc99272cd1db3ed1909dde41ff44c4c142259acfc5f8e0aee0,Walker-v0,biped,nchl,8,10,4.384962008878298,5.3568912063871945,1.9642329214980483,0.2605066161672511,5.592847567155484
walker__biped__nchl__seed_009,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/nchl/seed_009,a4ead1617d7d8d40bcbf3b43a09b7ab2032776df39b543c89d9f53bd20aedd2b,Walker-v0,biped,nchl,9,10,4.023344035938676,4.125094334572491,0.32532652528984013,3.271380255551769,4.345722964257606
walker__biped__static__seed_000,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_000,fa37097d088b39394ee1f29e39176aeb3baebd9da81506bd3eb9274ed07082c1,Walker-v0,biped,static,0,10,5.497265886484785,5.497265886484786,8.881784197001252e-16,5.497265886484786,5.497265886484786
walker__biped__static__seed_001,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_001,e6f4f280f48cfda40218c2bbb25f53daa0a089f5a957e8792c620ed131a1fa47,Walker-v0,biped,static,1,10,3.8449812083160873,3.8449812083160877,4.440892098500626e-16,3.8449812083160877,3.8449812083160877
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,Walker-v0,biped,static,2,10,5.674129390250369,5.674129390250368,8.881784197001252e-16,5.674129390250368,5.674129390250368
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,Walker-v0,biped,static,3,10,6.006766148832287,6.006766148832288,8.881784197001252e-16,6.006766148832288,6.006766148832288
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,Walker-v0,biped,static,4,10,4.834068287555797,4.834068287555798,8.881784197001252e-16,4.834068287555798,4.834068287555798
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,Walker-v0,biped,static,5,10,3.6527835069598202,3.6527835069598202,0.0,3.6527835069598202,3.6527835069598202
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,Walker-v0,biped,static,6,10,5.0986506670760585,5.0986506670760585,0.0,5.0986506670760585,5.0986506670760585
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,Walker-v0,biped,static,7,10,4.510257188899287,4.510257188899287,0.0,4.510257188899287,4.510257188899287
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,Walker-v0,biped,static,8,10,5.571233874215261,5.571233874215261,0.0,5.571233874215261,5.571233874215261
walker__biped__static__seed_009,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_009,cb8398b1a533a19a4fc081e6e0d46618329e03332e1f5f8bb535d338e90c99ee,Walker-v0,biped,static,9,10,3.959723220069568,3.9597232200695673,4.440892098500626e-16,3.9597232200695673,3.9597232200695673
