run_id,source_run,config_digest,training_seed,heldout_index,environment_seed,controller_seed,task,morphology,controller,hidden_sizes,fitness,episode_length,terminated,truncated
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,3,7,5658512013276237598,5474123191742549333,Walker-v0,biped,static,[40],6.006766148832288,500,False,True
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,3,8,2326350353895728233,1981616653470847547,Walker-v0,biped,static,[40],6.006766148832288,500,False,True
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,3,9,3558389187771392404,1000759304077642014,Walker-v0,biped,static,[40],6.006766148832288,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,0,7715924780500070313,3050025190868666152,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,1,2385103800045578792,2785717057737812906,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,2,4813735039331725342,1077477217112413260,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,3,3793813559299775875,3856570721026331609,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,4,1705522806552042596,8619875576398508437,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,5,471057273314058471,8306139207921533606,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,6,9099189235941170451,3045732026440383171,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,7,8410904130240470723,5318598070253650796,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,8,3487401476759442842,8599369557140554280,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_004,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_004,0c1e1cf2dc9662886eba3576333f4188a276f848962c76184807fc458d5fb9b0,4,9,454401166012638202,5026496231753250459,Walker-v0,biped,static,[40],4.834068287555798,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,0,2577161926355643200,1839116881275009637,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,1,8761528283798679870,2582676750693672453,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,2,6324604158903660906,6384039670331277689,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,3,6503540913692442494,6516451969522835499,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,4,7888786613754533647,7303872079321831540,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,5,7633322950712959544,7993129863661307866,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,6,3461859326716020907,6236095230076414351,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,7,2122581692443590077,8899708676783499977,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,8,974237113847904105,8259290879655581901,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_005,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_005,8279b4eba7818e04426e3bc1a6dd3d3cd597a6e7f14735a65637f6a14027aa9f,5,9,4675800199569339323,3009303487301656503,Walker-v0,biped,static,[40],3.6527835069598202,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,0,94472483675199356,2460004866439021116,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,1,2339117787439241350,4039714298538498145,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,2,2379007941387579290,8947506588136368822,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
walker__biped__static__seed_006,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_006,7d94a6b4b787e10c882419953ce0f7a9f770c5ee4781d8537303f940ddaaab2e,6,3,4545441087009352879,4972306044794305250,Walker-v0,biped,static,[40],5.0986506670760585,500,False,True
