run_id,source_run,config_digest,genome_sha256,training_seed,analysis_index,environment_seed,controller_seed,task,morphology,controller,hidden_sizes,episode_length,snapshot,state,mean,std,mean_abs,rms,min,max,mean_update_rms,mean_update_mean_abs
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,1,6789895730674132307,2935584579999248951,Walker-v0,biped,static,"(40,)",500,W50,250,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,1,6789895730674132307,2935584579999248951,Walker-v0,biped,static,"(40,)",500,W75,375,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,1,6789895730674132307,2935584579999248951,Walker-v0,biped,static,"(40,)",500,Wfinal,500,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,2,2298876442789069326,7237655472595637189,Walker-v0,biped,static,"(40,)",500,W0,0,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,2,2298876442789069326,7237655472595637189,Walker-v0,biped,static,"(40,)",500,W25,125,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,2,2298876442789069326,7237655472595637189,Walker-v0,biped,static,"(40,)",500,W50,250,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,2,2298876442789069326,7237655472595637189,Walker-v0,biped,static,"(40,)",500,W75,375,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_002,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_002,05e39abb232867bbb7dc6d67dcf3fa3ccc496c3fb2a26b1b986eeffbb24c4718,e84292c78f24229f1ff330f7248727fbdc01048e1e3fc37c4aab9ad91a5a22ac,2,2,2298876442789069326,7237655472595637189,Walker-v0,biped,static,"(40,)",500,Wfinal,500,-0.015216999433865416,1.3579388435929338,1.0860670508441481,1.3580241014099435,-5.7192463874816895,3.959362030029297,0.0,0.0
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,943a25d447aec4d34e097ce3d71a06978c75a90634ec0dcb52184c8539418dcd,3,0,6875887065855152501,8328361779180904825,Walker-v0,biped,static,"(40,)",500,W0,0,0.02556851572104885,1.374321667718243,1.1057491419143237,1.3745594913847963,-4.19809627532959,4.394242286682129,0.0,0.0
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,943a25d447aec4d34e097ce3d71a06978c75a90634ec0dcb52184c8539418dcd,3,0,6875887065855152501,8328361779180904825,Walker-v0,biped,static,"(40,)",500,W25,125,0.02556851572104885,1.374321667718243,1.1057491419143237,1.3745594913847963,-4.19809627532959,4.394242286682129,0.0,0.0
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,943a25d447aec4d34e097ce3d71a06978c75a90634ec0dcb52184c8539418dcd,3,0,6875887065855152501,8328361779180904825,Walker-v0,biped,static,"(40,)",500,W50,250,0.02556851572104885,1.374321667718243,1.1057491419143237,1.3745594913847963,-4.19809627532959,4.394242286682129,0.0,0.0
walker__biped__static__seed_003,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_003,1cc64e6f578e69e0f2714d4df09a0a651df1c8afbda46eaac634ef58727e59ba,943a25d447aec4d34e097ce3d71a06978c75a90634ec0dcb52184c8539418dcd,3,0,6875887065855152501,8328361779180904825,Walker-v0,biped,static,"(40,)",500,W75,375,0.02556851572104885,1.374321667718243,1.1057491419143237,1.3745594913847963,-4.19809627532959,4.394242286682129,0.0,0.0
