generation,best_fitness,best_so_far_fitness,mean_fitness,median_fitness,std_fitness,evaluation_count,elapsed_seconds
0,0.8251195453972976,0.8251195453972976,0.06927635386201199,0.27521654884849195,0.6823871852680373,120,8.975216900929809
1,0.8477650861424642,0.8477650861424642,0.15639781733982963,0.32909301919822204,0.6273270211647277,240,3.0282368026673794
2,0.9012573111938244,0.9012573111938244,0.32532339152291023,0.5296128196552268,0.5304780905502399,360,3.094467729330063
3,0.9164577526943205,0.9164577526943205,0.3000136171989586,0.5086464836826303,0.616144275673376,480,3.0872177816927433
4,0.9164577526943205,0.9164577526943205,0.42015998590877646,0.6557583648564549,0.510840344891646,600,3.0688399393111467
5,0.9875349900713127,0.9875349900713127,0.48160519282742004,0.7638918721363135,0.6106881720742708,720,3.088969076052308
6,1.070841311946318,1.070841311946318,0.47082976199609733,0.7041809278067495,0.544168188069043,840,3.1016989033669233
7,1.070841311946318,1.070841311946318,0.3454164009455306,0.6830429354301353,0.6419977403685843,960,3.087992260232568
8,1.2156072220203198,1.2156072220203198,0.4213330951982022,0.7376524103330782,0.5733757285908886,1080,3.1012062840163708
9,1.2198282069828374,1.2198282069828374,0.5877198555750398,0.7690632574472531,0.4364630019155084,1200,3.0951868910342455
10,1.2198282069828374,1.2198282069828374,0.6664492687077812,0.7838397375613488,0.43821210471008065,1320,3.091827454045415
11,1.2198282069828374,1.2198282069828374,0.5477964420506047,0.749313973455858,0.4752800961635545,1440,3.0683464352041483
12,1.2198282069828374,1.2198282069828374,0.6020720269737867,0.7687034680966796,0.48587193320706135,1560,3.0909613613039255
13,1.2198282069828374,1.2198282069828374,0.5458623299987215,0.7829205847521489,0.5791599485616471,1680,3.08541052788496
14,1.2198282069828374,1.2198282069828374,0.7134643133436456,0.7835274850986365,0.3051932661854798,1800,3.0860085673630238
15,1.2198282069828374,1.2198282069828374,0.5820225447230252,0.7685565104310677,0.4970542929603866,1920,3.087805937975645
16,1.2198282069828374,1.2198282069828374,0.7193730135105708,0.7940587111191323,0.3333012966549711,2040,3.0748262647539377
17,1.2198282069828374,1.2198282069828374,0.5939572992880692,0.7804876081377792,0.5499811944068935,2160,3.0945625826716423
18,1.237784221191977,1.237784221191977,0.6566455886048959,0.7878605532952412,0.5195197411585287,2280,3.084040405228734
19,1.257668514100615,1.257668514100615,0.7579267858556202,0.7785408948472596,0.26839754491550855,2400,3.0831263214349747
20,1.257668514100615,1.257668514100615,0.48898748005063697,0.755226672432397,0.5873818607708756,2520,3.075948443263769
21,1.257668514100615,1.257668514100615,0.4347395021819652,0.771130035426667,0.6124881940880939,2640,3.078019520267844
22,1.257668514100615,1.257668514100615,0.35729766131693397,0.7405504219441814,0.6685310242641984,2760,3.0966866593807936
23,1.257668514100615,1.257668514100615,0.5366687914717491,0.7634637259508267,0.5753258799460916,2880,3.0887018237262964
24,1.257668514100615,1.257668514100615,0.4918255842545573,0.7769962015509354,0.5769354538253973,3000,3.0850348584353924
25,1.257668514100615,1.257668514100615,0.5572402266033534,0.7168767011663013,0.49887455855712853,3120,3.0936214551329613
26,1.257668514100615,1.257668514100615,0.6387168126285836,0.7444798391409808,0.3991587920324783,3240,3.0778513457626104
27,1.421841199638811,1.421841199638811,0.712063565973643,0.7836759689049408,0.32213921190826916,3360,3.10344828478992
28,1.421841199638811,1.421841199638811,0.5670429804755752,0.767456352398848,0.6125152846956394,3480,3.08484217710793
29,1.421841199638811,1.421841199638811,0.6712561181703579,0.7748591345675948,0.38413364460214766,3600,3.088361844420433
